date,values,realtime_start,realtime_end,state,id,title,frequency_short,units_short,seasonal_adjustment_short
2008-07-01,13.53,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2008-08-01,13.53,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2008-09-01,13.76,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2008-10-01,14.02,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2008-11-01,14.13,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2008-12-01,14.3,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2009-01-01,14.31,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2009-02-01,14.44,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2009-03-01,14.49,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2009-04-01,14.32,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2009-05-01,14.09,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2009-06-01,13.99,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2009-07-01,14.11,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2009-08-01,14.2,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2009-09-01,14.13,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2009-10-01,14.13,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2009-11-01,14.07,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2009-12-01,14.26,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2010-01-01,14.22,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2010-02-01,14.11,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2010-03-01,14.39,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2010-04-01,14.21,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2010-05-01,13.87,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2010-06-01,13.84,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2010-07-01,14.12,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2010-08-01,14.08,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2010-09-01,13.99,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2010-10-01,13.96,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2010-11-01,13.97,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2010-12-01,14.18,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2011-01-01,14.27,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2011-02-01,14.51,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2011-03-01,14.51,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2011-04-01,14.43,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2011-05-01,14.24,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2011-06-01,13.94,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2011-07-01,14.14,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2011-08-01,14.08,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2011-09-01,14.34,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2011-10-01,14.34,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2011-11-01,14.45,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2011-12-01,14.36,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2012-01-01,14.59,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2012-02-01,14.48,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2012-03-01,14.69,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2012-04-01,15.16,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2012-05-01,14.85,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2012-06-01,14.72,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2012-07-01,14.62,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2012-08-01,14.49,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2012-09-01,14.78,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2012-10-01,14.95,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2012-11-01,15.11,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2012-12-01,15.22,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2013-01-01,15.33,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2013-02-01,15.33,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2013-03-01,15.35,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2013-04-01,15.43,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2013-05-01,15.29,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2013-06-01,14.9,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2013-07-01,14.98,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2013-08-01,15.12,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2013-09-01,15.32,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2013-10-01,15.39,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2013-11-01,15.32,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2013-12-01,15.25,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2014-01-01,15.37,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2014-02-01,15.35,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2014-03-01,15.3,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2014-04-01,15.3,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2014-05-01,15.13,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2014-06-01,14.86,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2014-07-01,14.72,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2014-08-01,14.79,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2014-09-01,15.27,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2014-10-01,15.31,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2014-11-01,15.3,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2014-12-01,15.64,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2015-01-01,15.82,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2015-02-01,15.7,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2015-03-01,16.04,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2015-04-01,15.89,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2015-05-01,15.8,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2015-06-01,15.36,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2015-07-01,15.43,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2015-08-01,15.64,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2015-09-01,15.2,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2015-10-01,15.65,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2015-11-01,15.43,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2015-12-01,15.92,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2016-01-01,15.86,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2016-02-01,16.14,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2016-03-01,16.18,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2016-04-01,16.26,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2016-05-01,16.39,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2016-06-01,16.18,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2016-07-01,16.32,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2016-08-01,16.44,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2016-09-01,16.63,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2016-10-01,17.14,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2016-11-01,16.74,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2016-12-01,17.03,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2017-01-01,17.62,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2017-02-01,17.71,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2017-03-01,17.78,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2017-04-01,17.25,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2017-05-01,17.32,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2017-06-01,17.0,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2017-07-01,17.32,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2017-08-01,17.19,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2017-09-01,17.54,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2017-10-01,18.34,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2017-11-01,17.86,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2017-12-01,18.3,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2018-01-01,18.17,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2018-02-01,18.4,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2018-03-01,18.71,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2018-04-01,18.66,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2018-05-01,18.52,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2018-06-01,18.08,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2018-07-01,18.05,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2018-08-01,18.2,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2018-09-01,18.31,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2018-10-01,18.61,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2018-11-01,18.95,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2018-12-01,19.04,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2019-01-01,19.31,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2019-02-01,19.45,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2019-03-01,19.68,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2019-04-01,19.48,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2019-05-01,19.32,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2019-06-01,19.02,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2019-07-01,19.09,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2019-08-01,19.18,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2019-09-01,19.44,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2019-10-01,19.76,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2019-11-01,19.77,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2019-12-01,20.15,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2020-01-01,20.09,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2020-02-01,20.39,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2020-03-01,20.23,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2020-04-01,21.09,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2020-05-01,20.39,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2020-06-01,19.71,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2020-07-01,18.16,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2020-08-01,18.59,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2020-09-01,18.75,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2020-10-01,19.02,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2020-11-01,19.21,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2020-12-01,19.63,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2021-01-01,19.96,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2021-02-01,20.66,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2021-03-01,21.14,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2021-04-01,21.05,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2021-05-01,20.74,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2021-06-01,20.47,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2021-07-01,20.84,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2021-08-01,20.96,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2021-09-01,21.33,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2021-10-01,21.65,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2021-11-01,21.94,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2021-12-01,22.61,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2022-01-01,22.42,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
2022-02-01,22.49,2023-01-21,2023-01-21,Colorado,SMU08000007000000003,Average Hourly Earnings of All Employees: Leisure and Hospitality in Colorado,M,$ per Hour,NSA
